사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
20-Jul,8호선,536,단대오거리,10,0,8607,2219,14683,6746,35090,10115,42201,18837,21238,9279,13617,7777,12664,7548,13284,8808,12771,9273,11684,10686,11566,12624,13246,16862,17653,18850,21339,32608,10475,29392,6915,17829,5537,15232,4009,14096,1461,10342,7,1555,0,0,0,0,0,0
20-Jul,8호선,537,신흥,0,0,4052,486,5954,2938,13416,3318,16286,6757,9562,5186,6072,5149,5992,4884,6321,5538,6354,6077,6234,6833,6888,7894,7238,9521,7788,10748,8051,16281,5077,14126,4185,8703,3432,7734,2483,6826,1022,4361,11,675,0,0,0,0,0,0
20-Jul,8호선,538,수진,3,0,3921,484,6141,2187,15933,3432,21318,10118,11004,5087,7527,4656,6650,5139,7505,5164,7009,7623,6120,6823,7569,7874,9612,7790,9668,9228,8292,14618,4726,12647,3547,7490,2773,7138,2050,6751,809,4392,7,619,0,0,0,0,0,0
20-Jul,8호선,539,모란,10,0,1900,715,3177,2968,9304,4022,11766,7967,6657,4609,5795,5055,6212,5409,6683,5178,7364,6151,7389,5956,8837,6379,10684,6232,9332,7336,9983,9300,6152,6869,4273,3933,4042,3641,3386,3479,1812,2090,0,544,0,0,0,0,0,0
20-Jul,9호선,596,개화,5,0,1999,311,5748,2575,12137,3308,8067,5760,3418,2541,2623,1801,2368,2099,2134,2203,2330,1869,2296,1748,2551,2235,3825,2139,5308,2950,6390,5215,2803,5228,1574,3205,1679,2120,595,2006,239,1219,0,151,0,0,0,0,0,0
20-Jul,9호선,597,김포공항,32,0,1330,1100,3485,10580,9225,19589,11397,22485,9022,18493,8660,19212,12536,20453,10444,19607,12914,22228,14226,22098,15704,19396,14288,23219,18245,25715,21031,27613,16637,18931,14551,7790,15032,4132,11368,3152,1038,1958,10,959,0,0,0,0,0,0
20-Jul,9호선,598,공항시장,2,0,2791,174,4524,1256,9415,1711,9703,3854,5579,2861,4430,2963,4108,3146,4175,3424,4099,3741,3998,3770,4202,4633,4074,5676,4225,6782,4209,9908,2805,10091,2377,5994,2015,5312,1431,4991,642,3892,1,433,0,0,0,0,0,0
20-Jul,9호선,599,신방화,6,0,4560,755,11483,2425,28542,5054,26269,11470,13377,6205,9567,4944,8988,5808,8858,7191,9002,7202,8322,6987,9745,9940,8682,10326,9004,13631,10272,23446,5335,21499,4502,11707,3570,10966,3021,10821,1008,7072,0,137,0,0,0,0,0,0
20-Jul,9호선,600,마곡나루(서울식물원),9,3,3439,717,9120,5163,28478,11595,28849,35355,13194,18262,9414,9791,9538,8786,11230,9464,11621,10064,11471,10519,12537,11090,14796,12778,24327,19954,34743,32955,16186,29773,13053,16619,14092,13301,11767,14778,5218,10773,72,821,0,0,0,0,0,0
20-Jul,9호선,601,양천향교,3,0,4412,941,9533,5255,29134,10016,28750,32308,14378,14576,10102,7650,9788,7371,11379,8408,10652,8120,10159,9734,11459,9425,12681,11395,17533,15660,28103,26027,11063,24280,7035,15249,6467,12619,4609,13240,1789,10537,3,95,0,0,0,0,0,0
20-Jul,9호선,602,가양,65,0,14913,1694,25557,10263,75098,25274,74696,41887,41108,25700,27846,15765,27184,16785,27265,17286,25916,20762,23058,22096,25124,24753,29008,30116,37112,37849,44747,67291,21745,60443,14702,34910,12472,32726,9496,30977,2886,21314,2,1149,0,0,0,0,0,0
20-Jul,9호선,603,증미,2,0,2202,873,7415,2582,20661,7402,20498,34000,10373,11649,7921,6838,8004,6267,7708,6723,8033,7397,8049,7416,8463,9138,9334,9010,13544,10885,30479,19471,8738,17937,5903,8641,5387,8062,3657,7197,1250,4859,0,107,0,0,0,0,0,0
20-Jul,9호선,604,등촌,3,0,4952,901,13426,4157,38555,7534,46598,16444,20545,10733,15082,8426,13962,9260,14262,10350,13635,11735,12344,11548,12618,15532,14644,16806,15877,23713,17612,37837,9211,34906,6816,18694,6053,14589,4925,14744,1964,10163,0,18,0,0,0,0,0,0
20-Jul,9호선,605,염창,15,0,11194,555,26436,4796,76317,8574,84180,22339,42630,11917,23831,9607,20277,9889,21332,12733,19950,13636,16901,15063,16123,19362,17265,22655,21814,39784,25899,68623,13335,63245,10376,37569,9006,31795,7199,32421,2612,24176,2,653,0,0,0,0,0,0
20-Jul,9호선,606,신목동,0,0,1701,268,6188,1888,19611,2979,18034,5707,8387,3561,4931,2135,4628,2739,4482,2917,4297,3532,3755,3509,4153,3874,5128,5343,6261,7555,6464,14222,3363,11662,2040,6397,1975,6618,1857,6569,612,4432,0,86,0,0,0,0,0,0
20-Jul,9호선,607,선유도,3,0,1521,1373,5280,5941,19422,12549,21660,40953,9613,16827,6319,6222,6875,6758,7573,5839,7456,7030,7475,7419,8896,7954,12400,8613,20127,11533,36347,19575,13194,15581,7643,7792,7100,6567,5391,6361,2062,4162,1,73,0,0,0,0,0,0
20-Jul,9호선,608,당산,17,0,7097,1339,17598,6830,51900,15957,59733,41766,33751,23517,22572,15803,22591,16860,24854,17228,23753,19385,21959,19157,22828,21360,24829,25615,33458,40876,48823,68356,24768,51052,19892,30721,19445,28413,17504,29221,7529,20602,11,1110,2,2,0,0,0,0
20-Jul,9호선,609,국회의사당,2,0,817,1500,1618,9636,3589,44675,6392,148124,5655,74255,7270,22088,11060,15640,13395,14095,14627,16472,17128,12431,19998,9944,24308,9160,69898,11860,120059,12415,38594,7882,23268,4306,21732,3275,15830,2675,4411,1917,0,8,0,0,0,0,0,0
20-Jul,9호선,610,여의도,8,0,2596,2068,4058,22515,9096,125809,10598,156784,10726,58002,11522,22116,17035,22194,16998,20139,21143,21424,21620,18135,27193,17157,39127,16687,116416,20543,144868,26231,57078,17750,39318,9675,37215,8079,25095,7841,7116,4773,0,177,0,0,0,0,0,0
20-Jul,9호선,611,샛강,15,0,1027,892,1958,5491,4619,15303,6041,32979,4286,13606,4091,7300,4446,6778,5094,5998,5732,6176,6387,6441,7949,5378,10460,6223,18199,8060,29054,12602,10862,7788,7711,4247,7719,3141,6156,3399,2751,2034,1,20,0,0,0,0,0,0
20-Jul,9호선,612,노량진,302,2,15193,2478,23647,21210,62163,55817,92217,80660,48989,44134,29575,27309,28688,24887,32266,33457,38307,36115,32532,30049,32292,34705,37996,38039,52148,57852,69539,91145,36140,61981,33572,38849,42423,38116,56278,36059,13323,26590,5,909,0,0,0,0,0,0
20-Jul,9호선,613,노들,20,0,3436,271,4913,1460,17022,2501,21323,3899,11091,3014,7125,3427,6117,3132,6117,3693,6183,4383,5450,4317,5183,6130,5713,6948,6641,9120,6672,16115,3947,12429,2924,7207,2652,7066,2297,6553,770,4564,0,46,0,0,0,0,0,0
20-Jul,9호선,614,흑석(중앙대입구),5,0,3438,967,5903,5183,16663,10502,21877,14978,13149,12483,10028,10049,10595,8530,11226,10328,10914,11165,11216,9707,12806,11547,14712,12743,19454,16849,15873,27014,9513,19043,8080,12052,7461,10514,7414,11012,3255,7902,1,19,0,0,0,0,0,0
20-Jul,9호선,615,동작(현충원),5,0,992,239,1695,1471,4999,1606,6647,2876,3587,1961,2456,1489,2261,1480,2395,1429,2432,1561,2103,1666,2102,1679,2666,1903,3119,2716,4236,4530,2007,3214,1611,2021,1514,1907,1270,2078,530,1376,4,1830,0,0,0,0,0,0
20-Jul,9호선,616,구반포,1,0,568,222,1810,1945,4236,3926,5814,7639,3701,5488,3116,3704,3098,3819,3715,4109,4207,4373,4180,4259,4451,4769,5671,4876,6587,5754,9579,8612,5179,5680,3565,3110,3223,2804,2948,3112,815,2105,0,67,0,0,0,0,0,0
20-Jul,9호선,617,신반포,0,0,586,304,1956,3072,5508,5850,6810,8935,4156,5254,3147,3371,3173,2732,3480,3008,3828,4144,3683,3566,5071,4215,6868,4222,7944,5112,8272,8224,4700,5861,3411,3128,3054,2838,2766,3030,930,1881,0,26,0,0,0,0,0,0
20-Jul,9호선,618,고속터미널,12,1,1960,1187,4888,12020,15580,18880,19933,27691,14377,27215,12103,26446,13686,27512,16362,28537,18371,30197,19669,29785,22905,32123,27003,32487,31051,37861,33402,47421,28052,31760,24869,19271,21155,15633,19335,13749,6819,7774,1,130,0,0,0,0,1,1
20-Jul,9호선,619,사평,6,0,991,193,2678,2936,9031,5096,9741,6553,5858,3138,3938,2358,3793,2662,3999,3120,4141,3729,3792,4177,4741,3944,7121,5079,6929,6572,7181,9673,4273,7958,2489,4071,1874,3971,1459,3878,564,2422,0,8,0,0,0,0,0,0
20-Jul,9호선,620,신논현,34,0,5171,1665,13755,16344,31416,47507,42950,99937,28881,103520,22499,55279,26794,44060,32336,42409,37832,49792,39808,44179,45878,42967,55571,47679,81868,62257,117563,103973,83398,67747,62543,30770,69876,25039,68118,21761,27398,13187,16,1413,0,0,0,0,0,0
20-Jul,공항철도 1호선,634,서울역,62,0,1998,651,2013,8102,8446,13713,11567,20874,7032,16327,7255,11812,8102,10654,11213,11634,11762,10515,8921,9767,13472,10220,15606,11021,20681,12898,25090,15402,18124,11734,12969,7100,13099,6200,10189,5089,4680,2070,5,1517,0,0,0,0,0,0
20-Jul,공항철도 1호선,635,공덕,11,0,879,193,1860,1210,5449,2898,5042,10348,3072,5579,1789,2663,1892,2701,2207,2668,2443,2871,2138,2575,2440,3115,2892,3656,4312,5322,8676,10381,3940,6961,2796,3361,2895,3275,2240,3105,1343,2333,51,1191,1,0,0,0,0,0
20-Jul,공항철도 1호선,636,홍대입구,117,6,2788,452,3783,2981,8388,6830,11191,20204,6939,18414,5230,12602,6602,13079,7875,17119,9698,18666,10101,17444,12412,17814,16065,17425,21992,22042,28934,31226,21371,21085,20753,9590,25987,7732,27369,6563,12297,4707,884,1426,2,2,0,0,0,0
20-Jul,공항철도 1호선,637,디지털미디어시티,42,1,2796,579,6035,5700,17672,27818,18992,88085,9854,39344,6920,13421,7133,9602,8168,9559,9138,10406,9289,8205,11542,7999,15247,9015,37759,13480,92722,22522,35133,15659,19114,8418,16724,7147,13409,6645,5306,4378,333,1555,0,0,0,0,0,0
20-Jul,공항철도 1호선,638,마곡나루(서울식물원),3,0,1294,713,3245,7684,10462,16608,11462,51180,5243,24989,3352,6949,4091,3787,4812,4105,4613,4184,4629,4006,7114,4000,12752,4582,39246,7047,41186,12438,16175,8440,10329,4928,8242,4862,5698,4719,2158,3170,329,3030,0,0,0,0,0,0
20-Jul,공항철도 1호선,639,김포공항,12,0,1821,1381,3247,9343,7426,19703,13013,20044,14378,10353,15434,9652,21168,9849,15808,10202,18765,10907,20344,10427,19218,8612,14942,11076,21503,12013,27878,12162,21031,8013,16039,3661,19344,1960,16928,1835,1740,1040,128,650,0,0,0,0,0,0
20-Jul,공항철도 1호선,640,계양,9,0,7549,668,19837,2742,53173,3641,45787,5370,21790,4227,13950,3568,12496,4023,12281,5166,10260,6274,8468,6732,7822,9998,9805,11621,10026,19289,8668,37028,4932,39081,3538,21293,3027,19268,2439,19439,1051,11635,167,2925,0,0,0,0,0,0
20-Jul,공항철도 1호선,641,검암,603,12,6909,444,15745,2521,40112,7855,28888,13871,13691,4616,8924,3592,8511,3580,8199,4417,7338,5546,6375,5737,6275,6485,7939,9134,9804,12951,14583,27720,5173,28640,4176,16786,3719,13674,2764,14131,1178,9343,176,4936,0,0,0,0,0,0
20-Jul,공항철도 1호선,642,청라국제도시,49,0,3721,66,17079,3324,31504,7541,19002,18142,9594,4346,6739,2895,7017,3084,7332,3781,6307,4743,5257,4649,5867,5276,7696,7287,12153,9899,20626,20386,5107,24211,3765,12453,3537,11341,2765,10338,881,9150,116,2448,0,0,0,0,0,0
20-Jul,공항철도 1호선,643,운서,28,1,6137,354,9923,4463,17691,8725,18230,11675,8255,9195,8184,4882,9133,5227,9733,5286,8089,6780,8344,6438,8766,8868,10311,8856,14380,12871,12147,21039,6313,15814,6426,10687,6299,9848,4424,11542,2190,8522,209,4127,0,0,0,0,0,0
20-Jul,공항철도 1호선,644,공항화물청사,2,0,422,576,911,6514,1883,13511,2383,23276,1504,4476,621,2035,693,2521,1061,3515,1398,1472,2098,893,2725,880,5237,1310,9673,1243,18264,915,4505,856,2412,1848,2639,918,2639,377,675,169,10,56,0,0,0,0,0,0
20-Jul,공항철도 1호선,645,인천공항1터미널,0,0,745,2664,1757,6911,3331,12938,5663,20998,4813,5825,2073,4723,3533,7340,3884,7125,5280,6275,5810,5774,7517,4657,6963,4959,13502,6775,20292,3120,6701,2445,4950,2393,5824,2098,3086,1354,663,705,2,424,0,0,0,0,0,0
20-Jul,공항철도 1호선,646,인천공항2터미널,0,0,746,1430,936,4242,1874,6090,3185,9705,2905,2945,689,2024,946,2433,1538,3712,1908,1881,2255,1765,3130,1650,3634,2207,6736,3445,10267,1149,3390,629,2757,749,2551,928,1392,549,319,218,0,259,0,0,0,0,0,0
20-Jul,공항철도 1호선,647,영종,5,0,2133,199,6280,1490,10858,2573,8405,3618,5804,2317,4920,1889,4692,2879,4764,3119,4152,3437,3863,3972,4190,4313,4505,4408,4811,6251,3707,8342,2513,9976,2181,6685,1973,5431,1390,5557,743,4130,75,2421,0,0,0,0,0,0
20-Jul,9호선2~3단계,621,언주,3,0,1193,1076,2526,7566,6151,18099,8615,55830,7417,41785,7099,18456,8478,10451,9604,10146,10149,11990,11528,10429,13509,9872,18244,9167,32706,11099,53579,13815,26222,10338,13983,6081,12842,5268,9649,4119,3187,3088,0,189,0,0,0,0,0,0
20-Jul,9호선2~3단계,622,선정릉,2,0,1116,917,3986,6054,9114,16361,9735,55001,6839,44437,5671,17660,6842,11255,7795,10342,8905,11304,10003,10233,11177,8920,14519,9706,24460,11183,50064,14459,30208,10604,15062,6487,13636,6585,11492,6456,3532,3269,2,65,0,0,0,0,0,0
20-Jul,9호선2~3단계,623,삼성중앙,1,0,912,401,2585,4506,5330,15283,6196,42854,5392,28028,4419,10656,4977,5931,5721,6147,6823,7132,7644,5940,8554,6910,10851,6156,20701,8418,41484,12152,17921,8310,9898,4848,8966,3892,6340,3387,2385,2696,2,12,0,0,0,0,0,0
20-Jul,9호선2~3단계,624,봉은사,3,0,1467,1482,5111,11600,9311,34466,10090,100953,8352,66850,8010,28181,11092,24856,14897,22948,17442,22922,20508,22330,24318,18218,30380,18173,55427,19933,94404,22790,47681,15589,31676,7616,29015,6587,20663,5603,5408,3138,1,0,0,0,0,0,0,0
20-Jul,9호선2~3단계,625,종합운동장,5,0,1273,312,3696,1901,9563,4403,11039,9657,6684,7225,4369,4141,4358,3961,4946,4295,5453,5046,5069,4733,5605,5236,7127,5702,9351,9120,11644,15493,6879,10774,5415,6377,6350,5481,5730,5333,2361,3502,2,40,1,2,0,0,0,0
20-Jul,9호선2~3단계,626,삼전,2,0,3534,432,6319,2280,18063,3617,28297,9543,18027,6956,8958,4906,7432,4875,7965,5788,7980,6136,6797,6827,6996,7201,7977,8940,9495,13865,11916,23231,7029,20328,5540,11764,4289,10678,4048,10464,1417,9306,0,366,0,0,0,0,0,0
20-Jul,9호선2~3단계,627,석촌고분,7,0,2276,298,4586,2102,14889,3867,24502,10846,14448,7651,7875,4683,6910,4339,7101,5312,7258,5763,6359,5759,6554,6985,7854,7573,9015,11193,11853,20274,6309,16941,4480,10311,3967,9335,3635,8374,1199,5959,0,25,0,0,0,0,0,0
20-Jul,9호선2~3단계,628,석촌,1,1,2894,187,8340,1985,22619,4444,28899,9340,17229,8601,9952,6539,8831,6695,9390,6676,9846,7994,8988,7653,9447,8119,10648,10385,12588,14611,15404,24423,9328,22196,8014,11881,8543,11514,7568,11859,2583,5625,0,17,0,0,0,0,0,0
20-Jul,9호선2~3단계,629,송파나루,1,0,1794,252,3315,1586,11222,3844,15211,8644,9107,6547,5124,4196,4870,5287,5090,5443,5631,6760,5419,5778,5339,6088,5890,8350,7450,10725,10556,18428,5683,15451,5297,6634,6165,5944,5074,5658,1501,4224,0,1,0,0,0,0,0,0
20-Jul,9호선2~3단계,630,한성백제,1,0,930,197,2611,1262,6706,1721,8246,5634,4500,2989,2833,2106,2717,2164,2794,2312,2982,2291,2840,2860,3133,2577,3721,3323,4881,4037,6229,7010,2945,6098,2291,3426,2061,2916,1551,2837,514,2105,1,1,0,0,0,0,0,0
20-Jul,9호선2~3단계,631,올림픽공원(한국체대),2,0,1363,322,6841,4233,14939,4963,17565,12867,11164,6606,6493,4785,5985,4916,6482,6054,6418,6069,6065,6336,6999,6306,9336,7423,13073,10466,16179,16929,6701,15000,5243,9807,4278,9061,3318,9682,1172,5424,0,28,0,0,0,0,0,0
20-Jul,9호선2~3단계,632,둔촌오륜,0,0,158,160,892,1473,3044,3622,3549,2368,1862,835,1278,690,1093,1292,1177,832,1695,1064,1440,914,2250,1112,4345,1204,2581,1681,2417,2438,1365,2114,692,1252,541,1204,296,1451,90,894,0,7,0,0,0,0,0,0
20-Jul,9호선2~3단계,633,중앙보훈병원,8,0,2544,515,12608,5457,36299,11035,37101,18507,22546,12247,15607,12267,15488,7769,13427,10013,10469,12214,13726,10338,15221,10213,15210,10186,18747,14609,14230,26630,6432,24727,4628,12908,3784,12837,2756,13671,718,6811,0,1030,0,0,0,0,0,0
20-Jul,우이신설선,691,북한산우이,3,0,1303,705,2830,2728,8603,3275,8965,5259,4859,7449,3711,7826,3944,6810,5059,5308,5440,4460,6010,4081,6476,3919,7087,4191,6421,4317,4558,5890,3114,5356,2492,3239,1853,2594,952,2247,373,1460,0,161,0,0,0,0,0,0
20-Jul,우이신설선,692,솔밭공원,7,1,1924,478,3626,996,9659,1790,8877,2709,5922,2433,4341,2151,3656,2378,3832,2898,3508,3456,3170,3571,3384,3728,3597,4260,2982,4832,2545,7151,1607,7186,1186,4354,867,3506,712,3055,251,2260,0,134,0,0,0,0,0,0
20-Jul,우이신설선,693,4.19민주묘지,2,0,1236,384,2984,1105,7664,1657,8816,4575,5864,4382,4640,3554,4815,3555,4758,3910,4460,4283,4314,3959,5208,4147,5831,4445,4672,5163,4378,7521,2983,7844,2235,4202,1577,3582,952,3343,470,2229,0,15,0,0,0,0,0,0
20-Jul,우이신설선,694,가오리,4,0,2239,348,6049,1338,16479,2761,16365,5116,10363,3321,7022,3341,6020,4087,6069,4361,5989,4573,5049,5093,4694,6756,4808,7586,5531,8223,4374,12988,3167,13065,2160,7687,1464,6363,1228,5431,445,3309,0,1,0,0,0,0,0,0
20-Jul,우이신설선,695,화계,2,0,1737,598,4049,1175,12286,2005,14482,4427,8148,3182,5599,3318,5171,3247,4845,3610,4937,4143,4591,3915,4305,4758,4243,5665,4140,6710,4083,10490,3212,9205,1759,5393,1290,4519,1168,3994,390,2467,0,0,0,0,0,0,0,0
20-Jul,우이신설선,696,삼양,2,0,1276,203,2588,894,7027,1471,7931,3709,4845,2402,3431,2572,3033,2535,3294,2430,3190,2824,2760,3120,2691,4157,2971,4429,2674,4265,2613,6650,1817,6057,1239,3569,820,2969,605,2158,254,1529,2,3,0,0,0,0,0,0
20-Jul,우이신설선,697,삼양사거리,1,0,1350,254,2856,922,7100,2076,8778,3945,5264,3346,4273,2878,3891,3106,4099,3378,3804,3501,3706,3776,3708,4473,3425,5077,3426,5562,3525,7841,2701,6536,1902,3789,1407,2935,1180,2667,501,1434,0,0,0,0,0,0,0,0
20-Jul,우이신설선,698,솔샘,4,2,2598,269,9034,1363,29529,2794,28407,4584,14760,3236,9128,3521,7454,3533,7582,4354,7455,4976,6304,5600,6015,7368,6200,9195,5989,11569,5344,22238,3098,21159,2226,11603,1620,9713,1378,8669,610,5699,2,2,0,0,0,0,0,0
20-Jul,우이신설선,699,북한산보국문,5,2,1911,686,6316,2050,20364,5427,23383,7953,13999,5797,9605,5130,8341,4468,8771,5100,8542,5498,7783,6096,8498,7981,7939,9384,8850,12286,8740,19830,5557,17744,3652,10769,3287,9117,2716,8170,1196,5478,0,0,0,0,0,0,0,0
20-Jul,우이신설선,700,정릉,2,2,2179,565,4930,1609,13858,3465,15306,6119,11670,3800,7864,3528,7252,3891,6902,4761,6919,4759,5964,5370,5833,6667,6366,7926,7033,9693,7392,14386,4381,11977,2856,7140,2353,6592,1823,5476,747,2755,0,0,0,0,0,0,0,0
20-Jul,우이신설선,701,성신여대입구(돈암),3,0,688,359,1082,1123,3664,4018,5316,8411,3872,6283,3499,5173,4211,5219,4455,5825,4641,6692,4779,6243,5241,6330,6358,6648,6690,8340,8580,10653,5833,7110,5231,4088,5639,3164,5068,2353,2060,1480,2,4,0,0,0,0,0,0
20-Jul,우이신설선,702,보문,5,1,440,251,705,1084,2222,2731,3709,5167,2609,2775,2162,2144,2051,2018,2319,2007,2422,2123,2583,2184,2699,2276,3136,2385,3305,2925,4261,3529,2250,2663,1630,1749,1388,1528,1119,1304,417,1071,0,19,0,0,0,0,0,0
20-Jul,우이신설선,703,신설동,25,2,926,909,802,1960,1245,5430,1982,14854,1742,7862,1872,3927,2681,2670,2628,2457,2790,3128,3013,2350,4074,2078,4449,1987,6710,2213,11659,1970,4955,1306,2966,909,2779,819,1840,755,668,712,5,293,0,0,0,0,0,0
