사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
20-Jul,분당선,329,죽전,1407,4,5207,1010,15866,7001,45636,15357,38073,21325,21466,18178,14492,19977,14569,16170,15520,16645,16135,18279,16699,17933,18103,18976,20718,22896,26453,30086,30661,46831,20281,42766,22858,25955,12566,21742,9929,22968,3405,16849,7,7616,0,0,0,0,0,0
20-Jul,분당선,330,구성,39,0,2677,593,7726,3065,22283,4334,21363,8557,10774,3628,7440,3347,6200,3864,5971,3760,6063,4549,5577,4773,5384,6222,5843,8057,7291,10508,7941,18895,3765,17895,3023,9914,2606,8752,1682,9341,590,6018,7,523,0,0,0,0,0,0
20-Jul,분당선,331,신갈,80,0,2722,344,8252,1986,19292,2133,20434,6600,10836,3045,7269,3308,6758,3264,6174,3909,6500,4689,5463,5456,5675,6119,6698,7128,6280,9427,5171,17008,2429,14216,1795,9689,1547,8202,1195,8463,496,6124,17,463,0,0,0,0,0,0
20-Jul,분당선,332,기흥,191,0,5402,635,14685,4486,36840,7568,39657,12482,18588,7278,12639,5894,11040,6964,11028,7435,10782,9366,10488,8838,10613,10785,12673,12918,15126,18776,17929,34036,9547,32674,7939,20599,7538,15991,5889,14494,2437,12588,156,1299,0,0,0,0,0,0
20-Jul,분당선,333,상갈,43,0,2924,432,9298,2606,20019,6727,20979,9412,11097,4833,7844,3447,6662,3998,6851,4476,6673,5106,5775,5006,5864,5960,7137,7935,9653,11497,10907,16613,6090,14871,3600,11066,3586,9354,1882,9058,653,6781,25,588,0,0,0,0,0,0
20-Jul,분당선,334,청명,32,1,2514,826,6546,1586,17592,5239,18077,9210,7566,3112,4649,2498,4672,2527,4535,3562,4611,3844,3898,3751,4377,4070,6553,6530,7602,8315,8283,12320,3904,13381,2657,7695,2388,6472,1911,6418,802,4498,20,718,0,0,0,0,0,0
20-Jul,분당선,335,영통,85,2,2229,1255,7624,3574,17049,8076,18985,21012,10024,15769,8264,8414,9074,8749,9722,10014,10860,11033,10451,10295,11820,11250,14014,13906,19251,18315,22258,24975,11874,21278,11075,12147,12015,11494,12272,10851,5277,6999,209,1473,0,0,0,0,0,0
20-Jul,분당선,336,망포,83,1,4558,2548,17910,7336,48602,19961,44915,40217,19960,15161,12558,8130,12657,8117,13209,8153,12745,9438,11712,10695,13162,12800,17231,15936,27980,21983,40716,39949,19852,41809,15228,24202,12280,20258,10123,18210,3902,11390,163,2335,0,0,0,0,0,0
20-Jul,분당선,337,매탄권선,112,1,2855,743,8140,1363,17770,3665,17558,9181,8196,3964,5167,2538,5199,2966,5403,3156,5049,2988,4335,4302,5168,4784,6293,5574,8954,10006,7903,15740,4355,13759,3001,9086,2791,7675,2191,7407,873,5173,47,705,0,0,0,0,0,0
20-Jul,분당선,338,수원시청,508,5,5709,1668,10524,5707,23805,13781,23387,43921,12410,25365,10193,12763,12062,12968,14427,12771,13721,15247,13662,14596,16624,14812,20488,14990,24651,25428,35440,38480,17620,35221,15100,19844,17538,15913,15009,12593,6223,10518,230,1558,1,1,0,0,0,0
20-Jul,분당선,339,매교,321,4,2212,591,3661,1486,7172,3277,8456,11575,3937,2887,2722,2163,2413,2225,2514,2292,2735,2752,2501,2422,2626,2631,4514,4010,9775,5085,4783,7068,2192,4891,1471,2984,1320,3027,835,2414,234,1815,7,309,0,0,0,0,0,0
20-Jul,일산선,369,원흥,213,3,5511,711,14522,6186,37661,6518,39988,12416,20125,10138,12837,6861,11664,7020,11882,8391,11923,9806,10588,9567,10819,11477,12088,13523,14961,19566,15703,28746,7382,31052,5998,16731,5491,15187,4441,15373,1542,8931,9,426,0,0,0,0,0,0
20-Jul,일산선,370,지축,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20-Jul,일산선,371,삼송,518,7,7474,1452,27241,14404,74672,14375,72614,26502,36383,15797,25036,13140,22632,15970,21727,20055,21241,20652,18718,20701,19587,24786,26549,28309,30256,35585,28533,64256,18543,57220,14856,34759,12768,27871,13522,27073,2645,12637,2,874,0,0,0,0,0,0
20-Jul,일산선,372,원당,268,2,9423,1015,20779,5807,46990,8125,46449,13607,24001,9270,17773,8443,15644,10102,15960,10833,15281,11097,13613,11999,12981,14815,14307,18315,15847,24752,15423,35132,8685,36470,6548,21032,5099,19832,3553,19223,1045,11535,0,47,0,0,0,0,0,0
20-Jul,일산선,373,화정,113,1,9997,1451,24813,6915,55231,11486,57515,29415,31589,20668,24513,17739,24308,20732,25755,22667,25365,23488,23940,25818,25471,30426,26844,31018,29383,41040,30322,60258,17653,51785,14958,31057,15057,26782,12755,26314,4375,14538,2,0,0,0,0,0,0,0
20-Jul,일산선,374,대곡,4,1,711,357,2611,1461,7702,1937,6272,3469,3330,1747,2376,1720,2567,1967,2304,1903,2246,1584,2285,1726,2230,1869,2618,2118,3406,2499,4982,4351,2369,4001,1410,2024,1204,1825,779,1626,460,1854,33,439,0,0,0,0,0,0
20-Jul,일산선,375,백석,62,1,4109,2526,10300,6194,22131,12668,24302,27865,15475,15995,13838,13066,14500,12325,14887,13780,14839,14664,15123,14820,17655,15072,18098,16167,22709,19766,26257,25373,13421,26423,10633,14565,11194,11589,8301,11533,2897,6900,1,3,1,1,0,0,0,0
20-Jul,일산선,376,마두,19,0,2994,1567,9542,4481,16894,8769,15895,24091,10788,15848,11096,10462,11556,10568,11791,9332,12172,12506,12121,11738,13895,11719,14369,12286,16505,13580,20041,17489,8727,17701,6235,9967,6160,7642,4967,7886,1318,5561,0,3,0,0,0,0,0,0
20-Jul,일산선,377,정발산,49,1,2062,1211,5180,3407,9010,6389,9842,20773,6970,18027,6868,11893,8718,11820,9862,11369,11346,14751,12326,13553,14471,12464,14967,13065,18834,14346,23478,19440,12953,16632,13883,9383,10971,6306,9942,5378,3141,4426,0,1,0,0,0,0,0,0
20-Jul,일산선,378,주엽,117,3,5128,1254,15757,4565,27714,7565,24082,15725,15892,12554,13755,10884,14027,11858,14576,11099,13169,15001,12546,13098,14104,15165,15920,15978,16367,17784,14800,24994,8174,25311,7322,14575,5702,11725,5302,10224,1038,8329,5,456,0,0,0,0,0,0
20-Jul,일산선,379,대화,138,1,6664,1329,27757,5201,64006,13607,45220,19815,26347,13643,20831,11132,18928,11411,18702,12151,17823,13792,16897,12677,17265,15198,18574,14074,22191,21379,22207,28534,11373,32102,8892,20301,6957,17395,5124,16892,1450,9065,18,3467,0,0,0,0,0,0
20-Jul,중앙선,135,회기,940,23,11897,3501,21322,13349,57925,27971,69878,46842,44097,30659,33787,26599,33793,23873,37028,27041,36362,31176,35651,29983,42016,31506,43479,34506,52418,47696,47656,70905,27496,60324,23280,35680,23536,37762,21797,38009,10713,24457,413,6252,0,0,0,0,0,0
20-Jul,중앙선,152,중랑,146,3,6623,536,9183,2339,22718,3279,21681,6556,13173,5072,8946,4620,8181,4847,7753,5663,8149,5547,7014,6596,6749,8932,6663,9767,6769,13114,7595,21452,4723,15350,3565,11318,3063,9260,2296,7677,1022,4961,88,1171,0,0,0,0,0,0
20-Jul,중앙선,153,상봉(시외버스터미널),803,14,6616,815,8632,2578,21904,4818,24225,8465,13401,6517,9002,4770,7231,5813,8485,7011,7534,7586,7560,6767,7499,8961,7682,9251,8623,12974,10509,22402,7188,20494,5349,11590,5277,8762,3825,9735,1605,6169,101,2183,0,1,0,0,0,0
20-Jul,중앙선,154,망우,473,6,8007,809,12362,3215,30035,5635,25705,13739,15315,8864,11477,7073,10884,8711,11556,8898,11375,10318,10544,9638,10043,12095,11106,14616,12070,18173,12305,28025,8628,20486,5782,13361,5099,9857,3663,9594,1629,6660,83,1530,0,0,0,0,0,0
20-Jul,중앙선,155,양원,30,0,1538,359,2215,2864,5681,8646,3747,5645,2756,1790,2246,1726,2339,1708,2747,1513,2062,2195,2510,1909,4840,2310,5413,2284,3711,2689,3100,3867,1257,3139,842,2376,493,1637,495,1619,168,902,4,243,0,0,0,0,0,0
20-Jul,중앙선,156,구리,838,13,9479,1675,20545,7364,63354,10101,49745,20797,24368,18075,18041,13283,17951,13755,18218,12736,16928,18100,16335,15625,16923,18315,19907,23296,22666,30687,22740,48683,13633,47867,12119,26325,8087,20581,7663,20679,2503,14745,214,2839,0,0,0,0,0,0
20-Jul,중앙선,157,도농,788,0,6778,1728,20065,6140,54492,7778,42831,13200,20074,7139,14694,5509,13162,6942,12809,7252,11445,8091,10481,10034,10425,9590,14739,16971,14806,19220,13120,32865,6841,35387,4787,18717,3777,15526,2983,14419,1185,10947,138,3718,0,0,0,0,0,0
20-Jul,중앙선,158,양정,125,1,462,356,817,1020,2477,2343,1770,2985,1208,1338,1076,1026,1144,1015,1021,706,1085,725,1143,899,1235,694,1974,894,2824,1327,3012,1537,1344,1415,756,734,498,615,228,650,69,410,10,187,0,0,0,0,0,0
20-Jul,중앙선,159,덕소,1479,7,3562,706,11178,2060,25310,3925,23143,7385,12753,5452,9609,4607,8684,5320,8042,7397,8673,6086,7592,6891,7288,8370,8162,10667,7790,14167,7670,20506,4437,19817,3751,12655,3087,8289,2496,9353,1028,7762,186,2546,0,0,0,0,0,0
20-Jul,중앙선,160,도심,4,0,1841,541,5830,969,14246,1884,10240,6177,4953,2154,3553,1542,2994,2062,3005,2095,3128,2166,2554,1777,2770,3185,3441,2600,3991,4793,3834,4692,1919,7793,1600,3665,1190,2544,992,3609,338,2245,86,737,0,0,0,0,0,0
20-Jul,중앙선,161,팔당,4,0,268,139,664,612,1755,1559,1516,2430,1159,3964,1137,2600,1187,3084,1371,2585,1574,1703,2042,2066,2367,1915,2748,1628,3063,1880,2781,1755,2557,1731,2056,752,1886,556,1201,574,191,260,27,70,1,2,0,0,0,0
20-Jul,중앙선,162,운길산,0,0,185,152,855,708,1702,931,1472,1814,1061,2577,946,2778,1204,2992,1275,2563,1867,1438,2367,1821,3101,1433,3303,1489,2917,1287,2122,1298,1558,1391,1393,600,688,606,181,635,77,512,1,105,0,0,0,0,0,0
20-Jul,중앙선,163,양수,1,0,856,295,2121,1375,6730,2627,4371,3509,3624,4934,3035,6605,3459,6662,3387,6204,4178,5468,5073,5016,6700,3676,8138,4201,6671,4739,5509,4075,3198,3966,3177,3739,1948,2315,721,2757,324,1094,37,666,0,0,0,0,0,0
20-Jul,중앙선,164,신원,0,0,122,4,190,173,423,469,426,534,378,545,321,417,402,367,400,312,455,319,520,274,532,293,546,268,553,278,699,327,246,209,175,147,97,205,47,133,29,84,0,44,0,0,0,0,0,0
20-Jul,중앙선,165,국수,0,0,549,24,1175,350,2114,535,1962,2118,1802,1299,1157,1084,1365,1383,1248,1187,1655,1071,1474,1035,2101,1021,1840,1382,1273,1346,1072,1691,607,1556,410,1103,366,1423,121,907,107,731,11,296,0,0,0,0,0,0
20-Jul,중앙선,166,아신,5,0,419,58,866,350,2031,600,1382,1051,1153,1171,970,869,1193,1069,1017,849,940,950,1013,958,1107,939,1210,712,1243,1617,1092,1338,665,1174,471,648,339,1158,153,700,78,543,4,276,0,0,0,0,0,0
20-Jul,중앙선,167,오빈,2,2,209,14,412,328,1012,244,904,666,769,356,643,368,483,468,535,440,501,340,482,333,456,574,499,580,574,909,490,820,253,563,205,366,166,535,50,422,23,208,7,110,0,0,0,0,0,0
20-Jul,중앙선,168,양평,55,2,1479,104,2983,1707,7314,3729,5013,7044,4403,4453,5269,5074,4644,5656,5291,5670,5161,4223,5517,6060,6176,5430,6140,4701,6871,6521,6379,5083,3406,5275,3063,4700,2504,3003,1840,2847,867,2902,200,1109,0,0,0,0,0,0
20-Jul,중앙선,169,원덕,38,0,366,4,558,199,993,414,955,665,836,511,721,692,581,877,638,849,621,332,732,662,862,706,886,563,686,1010,638,725,452,731,223,390,127,528,50,321,13,239,0,155,0,0,0,0,0,0
20-Jul,중앙선,170,용문,358,3,931,7,1964,678,3726,2117,4015,4170,2636,3197,3262,4906,3124,8637,4372,6779,5166,5666,6576,5714,7948,3058,7342,5089,6278,4315,4063,3325,2627,3014,1612,2555,1036,1593,457,1627,175,1463,0,919,0,1,0,0,0,0
20-Jul,중앙선,171,지평,0,0,0,0,0,0,336,108,128,400,6,1,380,363,0,0,0,0,1,0,0,0,18,1,597,408,0,1,50,25,164,169,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20-Jul,장항선,224,봉명,33,1,1032,272,1649,760,2347,4100,2041,3757,2199,2720,2449,2270,2422,1536,2197,1551,1810,2042,2205,1411,2418,1408,1955,1096,3134,1953,1923,1833,1096,1568,803,1156,602,892,460,820,457,559,0,84,0,0,0,0,0,0
20-Jul,장항선,225,쌍용(나사렛대),64,3,1954,270,3445,588,7273,1890,5138,2812,2900,2230,2452,2005,2467,2005,2579,2145,2409,2309,2521,2200,2321,2521,2624,1872,3205,5342,2934,4866,1780,4794,1632,3041,1357,2588,1000,1873,727,1905,11,233,0,0,0,0,0,0
20-Jul,장항선,226,아산,67,0,751,609,1820,2165,5876,5382,4637,5526,3018,3688,2750,4392,3270,2957,3602,4258,3312,4103,4495,3390,5176,4054,4485,2903,5533,6544,7871,5175,6058,5512,3797,3347,4369,3281,3058,1681,2038,1546,5,146,0,0,0,0,0,0
20-Jul,장항선,227,배방,104,0,746,231,1564,873,2181,1050,2177,1847,1661,1263,1046,1076,1313,1016,1526,1198,1535,1269,1615,1073,1310,1210,1319,1632,2063,2711,2349,2071,1481,2355,1012,1662,1033,1786,707,1157,459,1153,0,0,0,0,0,0,0,0
20-Jul,장항선,228,온양온천,651,3,1847,546,4029,1895,7362,4089,8017,7426,6891,5243,5235,5973,6589,8158,6556,7706,8015,5936,7418,5903,7161,6589,6293,6359,6181,7133,8398,7956,3501,6934,3226,4509,2647,5090,1668,3330,1011,2891,1,1,0,0,0,0,0,0
20-Jul,장항선,229,신창(순천향대),259,1,513,102,1245,493,2214,1879,1472,5426,1574,2123,1519,1968,2698,2392,2627,2254,2594,1872,3135,1749,3714,1913,3736,1965,3372,1571,4592,2841,1413,1982,1396,1820,1066,1552,508,2213,278,1512,1,44,0,0,0,0,0,0
20-Jul,경의선,173,신촌,0,0,202,9,402,814,533,3560,617,6362,519,2424,577,1405,614,1066,726,1664,741,1462,868,1018,1042,835,1749,681,3365,1493,3525,1657,1555,1284,1395,713,1270,274,960,117,442,340,0,47,0,0,0,0,0,0
20-Jul,경의선,174,효창공원앞,2,0,673,302,1871,2255,4489,5179,6199,16255,4376,8895,2524,3404,2591,2771,3042,2676,3118,2784,3012,3242,3295,3162,4267,3571,6386,4430,13721,7103,5870,5297,3213,3834,2479,3531,2109,3533,866,2320,47,629,0,0,0,0,0,0
20-Jul,경의선,176,서강대,16,1,530,156,1475,1412,3010,3486,3783,7566,2640,6270,2219,2796,2360,2787,2698,2510,2758,2846,2840,3048,3011,2645,3923,3040,5358,3787,6636,4480,3649,3126,3382,1724,3757,2040,3723,1514,1430,1270,131,325,0,0,0,0,0,0
20-Jul,경의선,178,가좌,0,0,2398,286,7631,2795,21261,3873,24749,8081,10481,6322,8067,5040,6904,4963,7095,5114,6516,7035,6563,6630,6370,7630,7367,8730,7546,11102,8810,16438,4911,15211,3917,8260,3335,6235,2462,6033,996,4513,52,857,0,0,0,0,0,0
20-Jul,경의선,180,수색,0,0,736,358,1423,2571,3189,5445,3020,17178,2319,9467,1945,3444,2009,2137,1980,1854,2220,2919,2333,2166,2689,2035,3870,2238,7950,3463,13472,2593,5897,2443,3091,1661,2546,1067,1761,1275,714,802,25,210,0,0,0,0,0,0
20-Jul,경의선,181,화전,0,0,639,403,1296,1105,3695,2193,4318,5622,2424,3429,2226,2553,2202,2184,2757,2103,2417,2938,2976,2158,3302,2289,3912,2294,5502,3085,4662,2949,3132,2920,1943,1888,1202,1867,961,2057,555,1445,58,548,0,0,0,0,0,0
20-Jul,경의선,182,강매,0,0,1937,291,5823,1081,17493,1119,16430,3137,6611,1400,4391,1234,3553,1518,3373,1901,2974,2107,2665,2265,2671,2760,2793,3723,3207,5846,3349,10053,1552,10341,1043,6176,824,4638,512,5109,188,3147,11,1107,0,0,0,0,0,0
20-Jul,경의선,183,행신,0,0,3792,1018,13039,4427,41216,4414,33669,9728,14295,6131,9116,4580,9611,5838,9317,6620,8457,7855,7008,7346,7181,8668,10266,11224,12755,16528,10554,37684,6298,29757,6488,14525,4767,12444,5292,12185,2164,7803,303,2619,0,0,0,0,0,0
20-Jul,경의선,184,능곡,3,1,2578,482,6257,2399,16899,2810,15632,5153,8249,3098,5414,3083,4893,3296,4870,3578,4892,3815,4073,4138,4136,4768,4599,5665,5412,8224,5565,10846,3265,10148,2501,6247,1825,5668,1309,5243,571,3596,49,1653,0,0,0,0,0,0
20-Jul,경의선,185,곡산,0,0,163,243,629,545,1723,1785,1542,2699,980,906,638,556,847,596,810,595,649,575,760,663,784,571,952,809,1397,975,1900,1648,714,1174,572,884,418,602,268,482,106,337,16,77,0,0,0,0,0,0
20-Jul,경의선,186,백마,3,0,3470,1344,15177,2698,36460,6902,24619,11688,11767,5667,8402,4258,7707,4210,8588,5354,7436,6028,6943,6685,7203,6591,8746,8575,9984,10882,11941,24466,4964,24138,3689,13337,4209,12224,3247,9736,1186,8928,84,1822,0,0,0,0,0,0
20-Jul,경의선,187,풍산,1,0,3454,386,10332,1642,24304,4119,18918,7488,10801,5498,7368,4405,7102,5077,7052,5351,6607,5777,6599,5288,7062,6084,7857,7496,7645,10959,8329,18752,4514,15164,4127,11514,4695,9629,2946,7584,1048,6639,94,1563,0,0,0,0,0,0
20-Jul,경의선,188,일산,14,0,7019,884,21144,4215,50378,6796,32351,15255,16421,7035,11834,6028,11067,7127,11923,8514,11184,9159,10126,10657,10145,10596,14427,14111,11806,17734,12574,33338,6897,36319,5116,18005,4781,17126,3949,14011,1377,9492,218,3628,0,0,0,0,0,0
20-Jul,경의선,189,탄현,59,0,5740,592,17933,2934,40466,6178,24606,9052,12983,6133,10137,4388,9640,5097,9583,6593,8478,6104,8353,7120,8814,8534,9575,10101,9592,15883,11266,26859,5952,31237,5019,16709,4632,13238,3596,11970,1469,7146,255,4302,0,0,0,0,0,0
20-Jul,경의선,190,야당,21,0,4345,344,12712,2743,24442,5062,19147,8083,9897,5680,7918,3976,7437,4916,7428,5275,6483,6085,6663,6724,6967,7203,8480,8088,9524,15163,9017,20714,6166,19539,5715,12713,6007,10317,5484,9069,2509,5314,485,3140,0,1,0,0,0,0
20-Jul,경의선,191,운정,41,2,3295,332,15723,4467,28676,6006,22712,9577,10246,4363,7996,3775,6962,4521,7371,4989,6609,5453,5858,5768,6347,6712,8867,8977,9861,12157,9660,19643,4604,19904,3910,11082,2847,11015,2183,8745,753,4789,89,2483,0,0,0,0,0,0
20-Jul,경의선,192,금릉,94,0,2965,345,7674,2580,17756,4840,12123,9932,7633,4926,5902,4089,6028,3707,6457,3994,6071,5789,5608,5018,5572,5764,6426,7989,8560,10237,9850,13680,4765,14069,4489,6725,3619,6778,3273,6724,1001,4495,149,2318,0,0,0,0,0,0
20-Jul,경의선,193,금촌,121,0,3368,327,10324,4245,19524,10204,17904,15988,11135,8696,9194,7258,9039,6216,9507,8170,9846,9243,8723,8198,9307,9352,10751,12088,13295,13013,16376,16243,8117,16736,6580,9471,5252,9364,3260,7096,1006,5531,148,2530,0,0,0,0,0,0
20-Jul,경의선,194,월롱,40,0,471,31,786,3020,1957,8804,2157,12125,1799,3813,1469,2407,2353,1715,2925,2639,2863,1628,2657,1757,3473,1558,4178,1784,8722,2189,13128,2458,4756,2515,3788,2263,2396,2373,876,2186,178,1710,18,643,0,6,0,0,0,0
20-Jul,경의선,195,파주,105,0,727,21,1277,754,2726,2625,2813,5391,1749,3308,1749,1935,2152,1367,2487,1840,2049,1474,2150,981,2625,1278,3577,1294,5148,1275,4740,1483,1507,1408,1290,1118,1336,946,474,1033,134,825,3,294,0,3,0,0,0,0
20-Jul,경의선,196,문산,1047,3,3200,12,8512,2898,17211,7668,14916,14394,9330,5780,7759,5741,7387,6294,8277,7774,8268,5248,8658,6699,8380,10152,9008,8485,11958,10496,11669,15231,5437,11533,4330,9540,3544,7801,2018,5185,450,5906,1,3065,0,30,0,0,0,0
20-Jul,경의선,197,임진강,0,0,0,0,0,0,0,0,1,0,14,75,103,218,0,0,1,1,0,0,0,0,134,142,127,4,303,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20-Jul,경의선,198,서울역,5,2,998,8,996,6871,2316,21611,2748,40687,1607,16354,1411,6189,1802,4291,2566,3997,3062,5142,3611,2892,3800,3186,7100,2638,18571,6201,28267,4599,12520,3302,7441,2870,4547,1117,834,140,1830,1163,0,92,0,0,0,0,0,0
20-Jul,경의선,199,공덕,10,0,632,141,1956,1651,4862,7314,4767,19241,3085,8119,2551,3086,2977,3096,3625,2927,3929,2704,3884,3087,4174,2959,5120,3510,8531,4890,16955,6591,6979,4793,5338,2691,5532,2694,4942,2322,2213,1438,150,551,0,0,0,0,0,0
20-Jul,경의선,200,홍대입구,13,0,490,57,668,694,1461,2082,1688,5492,1139,4448,990,2413,1117,2748,1357,3259,1646,3651,1886,3571,2053,3466,2791,3863,4256,4795,6363,5535,4128,4005,3908,2044,4987,1706,6110,1346,2596,1172,210,507,0,0,0,0,0,0
20-Jul,경의선,201,디지털미디어시티,2,0,885,586,2725,1925,9525,2424,9083,3804,4185,2477,3144,1888,2763,1699,2735,2159,2865,2510,2737,2395,2873,2821,3897,2977,4870,4985,5296,9279,2732,7206,1957,4109,1750,3283,1463,3580,798,2458,48,520,0,0,0,0,0,0
20-Jul,경의선,202,김포공항,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20-Jul,경의선,203,계양,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20-Jul,경의선,204,검암,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20-Jul,경춘선,205,신내,20,1,839,773,1981,3246,5262,4123,5145,3803,2521,1305,2024,1344,2014,1418,2250,1704,1780,1510,1880,1761,2481,1812,3136,2267,3152,3025,2767,3869,1433,3591,783,1660,678,1549,687,1212,303,920,1,99,0,0,0,0,0,0
20-Jul,경춘선,206,갈매,10,0,1601,383,4221,1314,18402,2674,10487,5335,6020,2137,3491,2802,2796,1972,3402,2134,2934,2481,2838,2692,2740,3399,3924,3125,4073,5432,4632,10131,2322,8968,1904,5239,2648,2738,1556,3702,690,2060,12,814,0,0,0,0,0,0
20-Jul,경춘선,207,별내,47,1,1177,1429,2696,4079,10260,3929,8219,5669,4586,3076,3113,2655,3026,2943,3349,3085,2935,2610,3003,3138,3601,3440,5180,3222,6431,5422,5263,7465,2910,7430,2404,4114,2099,2459,1934,2672,1164,1668,25,343,0,0,0,0,0,0
20-Jul,경춘선,208,퇴계원,16,0,2862,600,6393,1980,19747,3802,14078,4155,8606,2153,5541,2362,4365,2900,4866,3210,4452,3053,3644,3510,3771,4300,4001,5555,4862,8006,5456,12649,2957,11155,1917,7746,1657,4564,1174,5997,480,3220,35,1019,0,0,0,0,0,0
20-Jul,경춘선,209,사릉,50,0,2487,1004,6748,2298,18956,5269,13432,6589,6748,2289,4730,2635,3898,2579,4077,2828,3879,2602,3070,3292,3443,2972,3473,5455,5464,5992,7062,11299,3064,12795,1759,5412,1612,5298,1018,5045,364,2953,25,826,0,0,0,0,0,0
20-Jul,경춘선,210,금곡,23,2,1552,394,2711,1244,5063,1932,4707,4357,2812,1869,2682,1311,2093,1418,2039,1725,1962,1723,1743,1886,2140,1779,2185,2541,2328,2678,3759,3566,1207,3918,792,1774,659,1952,482,1529,204,1184,15,288,0,0,0,0,0,0
20-Jul,경춘선,211,평내호평,579,8,5853,1070,10348,2738,28851,4890,18098,10128,9791,6282,8624,5158,7816,5225,8284,6186,7195,6486,6914,7279,7019,7321,7715,8178,8784,14717,9101,16934,5244,22334,4214,9985,4187,9182,3711,7272,1684,6586,68,2356,0,0,0,0,0,0
20-Jul,경춘선,212,천마산,13,2,1037,358,3745,647,7558,1721,5400,1350,4071,1476,3054,1631,2367,1509,2319,1788,2069,1852,2025,1994,1803,2458,1987,2516,1910,3292,2059,5009,1007,4657,740,3218,609,2690,369,1827,145,1280,21,358,0,0,0,0,0,0
20-Jul,경춘선,213,마석,29,1,1628,638,7428,3056,16029,6120,9924,7152,7661,4754,5997,4480,5234,4402,5966,4283,5257,5669,5248,4913,4952,5758,6271,5236,6339,7295,7732,8658,3666,12711,3119,6619,2476,5246,1553,4395,750,2358,26,953,0,0,0,0,0,0
20-Jul,경춘선,214,대성리,2,0,510,54,825,421,1264,736,1187,1363,1107,1068,1768,1391,4727,1148,2243,1927,1201,2990,1100,3510,1277,1642,1765,1693,1646,1163,1652,986,791,867,576,697,419,458,251,423,76,245,3,5,0,0,0,0,0,0
20-Jul,경춘선,215,청평,5,0,1082,220,2332,924,3595,2002,4618,3756,3166,3179,4704,3599,8600,3463,4836,4588,3591,4758,3251,5818,3233,3284,3707,4166,4308,4046,3383,3881,1837,3908,1394,1826,986,2089,523,1599,196,1193,13,341,0,0,0,0,0,0
20-Jul,경춘선,216,상천,0,0,107,86,295,198,545,319,665,807,578,734,467,979,834,852,563,596,537,400,744,570,736,542,982,464,950,394,639,466,332,339,174,242,166,254,39,165,10,103,0,52,0,0,0,0,0,0
20-Jul,경춘선,217,가평,1,0,856,180,1672,1209,2787,2680,3391,6303,2583,5671,5199,5175,14228,6220,6369,9699,4089,7173,4007,7081,4129,5147,4591,3030,5953,3294,5391,3695,3040,2830,2511,1930,1639,1747,879,1352,422,794,22,401,0,0,0,0,0,0
20-Jul,경춘선,218,굴봉산,1,0,56,2,90,102,173,241,216,425,198,417,303,884,620,437,286,425,433,323,461,267,549,333,567,265,512,164,360,226,150,153,197,107,58,83,18,46,11,56,0,13,0,0,0,0,0,0
20-Jul,경춘선,219,백양리,1,0,46,81,32,577,74,468,167,421,159,153,480,374,779,278,339,211,269,216,313,221,365,212,339,159,417,129,294,139,117,118,116,104,49,73,46,66,37,26,3,7,0,0,0,0,0,0
20-Jul,경춘선,220,강촌,6,0,63,18,173,250,343,490,526,1912,523,1475,895,2106,2597,1912,1634,1608,1280,1373,1565,1128,1689,933,2061,784,1852,552,1442,742,767,575,588,383,443,335,171,238,61,259,7,26,0,0,0,0,0,0
20-Jul,경춘선,221,김유정,16,1,34,24,194,94,414,519,389,718,295,789,288,934,385,1482,655,1153,775,911,930,775,1121,700,1243,517,1073,671,958,508,460,337,331,253,153,194,43,147,23,89,21,18,0,0,0,0,0,0
